focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity
i,2,1,0,0,1,0.9610574,262
j,2,8,0,0,1,0.22015256,7
j,2,8,0,0,1,0.22015256,7
j,2,8,0,0,1,0.22015256,6
j,2,8,0,0,1,0.22015256,11
j,2,8,0,0,1,0.22015256,3
j,2,8,0,0,1,0.22015256,6
j,2,8,0,0,1,0.22015256,12
j,2,8,0,0,1,0.22015256,4
j,2,8,0,0,1,0.22015256,10
j,2,8,0,0,1,0.22015256,6
j,1,4,0,0,1,0.15811653,8
j,1,4,0,0,1,0.15811653,9
j,1,4,0,0,1,0.15811653,11
j,1,4,0,0,1,0.15811653,4
j,1,4,0,0,1,0.15811653,6
j,1,4,0,0,1,0.15811653,16
j,1,4,0,0,1,0.15811653,10
j,1,4,0,0,1,0.15811653,7
j,1,4,0,0,1,0.15811653,4
j,1,4,0,0,1,0.15811653,9
j,1,4,0,0,1,0.15811653,14
j,1,4,0,0,1,0.15811653,8
j,1,4,0,0,1,0.15811653,17
j,1,4,0,0,1,0.15811653,5
j,1,4,0,0,1,0.15811653,7
j,1,4,0,0,1,0.15811653,10
j,1,4,0,0,1,0.15811653,8
j,1,4,0,0,1,0.15811653,7
j,1,4,0,0,1,0.15811653,11
j,1,4,0,0,1,0.15811653,8
j,2,1,0,0,1,0.0371541,13
j,2,1,0,0,1,0.0371541,8
j,2,1,0,0,1,0.0371541,9
j,2,1,0,0,1,0.0371541,14
j,2,1,0,0,1,0.0371541,9
j,2,1,0,0,1,0.0371541,9
j,2,1,0,0,1,0.0371541,14
j,2,1,0,0,1,0.0371541,7
j,2,1,0,0,1,0.0371541,14
j,2,1,0,0,1,0.0371541,12
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
